target,context,cosine,l2_distance,max_abs_difference
brightness_dark,none,,0.0,0.0
brightness_dark,clean_identity,,0.0,0.0
brightness_dark,correct_pair,0.9971253665067199,0.9206306961195787,0.6344005763530731
brightness_dark,same_class_derangement,0.35810025006535856,28.66121874130284,12.663203001022339
brightness_dark,cross_class_derangement,-0.0020831283783981458,42.05131499052046,11.286188900470734
brightness_dark,wrong_alt_source,0.9893482696580062,0.3085388445389691,0.09924128651618958
brightness_dark,noise_source,0.4097848150676882,26.42791116232339,9.644996970891953
contrast_low,none,,0.0,0.0
contrast_low,clean_identity,,0.0,0.0
contrast_low,correct_pair,0.9786167431651747,1.2854475018130087,0.5885732173919678
contrast_low,same_class_derangement,0.533264786957374,14.324532903396069,4.606547474861145
contrast_low,cross_class_derangement,0.08723322015965312,23.444934414004532,8.29023027420044
contrast_low,wrong_alt_source,0.9888892220318285,0.29479865981739933,0.14607930183410645
contrast_low,noise_source,0.4097848150676882,26.42791116232339,9.644996970891953
gaussian_noise,none,,0.0,0.0
gaussian_noise,clean_identity,,0.0,0.0
gaussian_noise,correct_pair,0.9893482696580062,0.3085388445389691,0.09924128651618958
gaussian_noise,same_class_derangement,0.5129347297138079,13.542943426376425,4.722561240196228
gaussian_noise,cross_class_derangement,-0.07773210361164111,22.11599444983747,9.053640604019165
gaussian_noise,wrong_alt_source,0.9971253665067199,0.9206306961195787,0.6344005763530731
gaussian_noise,noise_source,0.4097848150676882,26.42791116232339,9.644996970891953
gaussian_blur,none,,0.0,0.0
gaussian_blur,clean_identity,,0.0,0.0
gaussian_blur,correct_pair,0.9888892220318285,0.29479865981739933,0.14607930183410645
gaussian_blur,same_class_derangement,0.48463586795819774,11.098656381439516,2.4793612957000732
gaussian_blur,cross_class_derangement,0.1125440515485898,19.34890607289215,7.208911418914795
gaussian_blur,wrong_alt_source,0.9786167431651747,1.2854475018130087,0.5885732173919678
gaussian_blur,noise_source,0.4097848150676882,26.42791116232339,9.644996970891953
